"disp_income","occ_code","cust_age","time_emp","res_indicator","I_01","I_02","I_03","I_04","D_01","ER_01","ER_02","I_05","D_02","I_06","P_01","S_01","CA_03","CA_02","CA_01","S_02","app_id","app_date","GOOD","BAD"
1,"SO",22,0.99,"P",1,698,22.38,1.08,55.19,0,1.18,9.75,460.84,0.1143750227,83.390625,1.02,0,12.0099999999997,"5",2.9,10255,"19OCT2005","1","0"
1,"SO",24,1.01,"P",1.1,347,21.46,1.07,54.435,8.42,1.40666666666667,11.74,248.66,0.0906496134,53.34375,1,0,41.98,"5",0,10278,"19OCT2005","1","0"
1,"SH",24,2,"P",1.15,2600,18,1,30,23,6,9,647.67,0.0576508252,69.421875,1,1,2567,"3",1.48,10277,"19OCT2005","1","0"
1,"SO",19,0.92,"R",1.02,298.5,19.56,1.02,55.4,6.45,0.97,11.98,297.24,0,79.265625,1.05,0,0.289999999999551,"5",2.86,10286,"19OCT2005","1","0"
1,"SO",19,0.99,"R",1.07,296,23.1833333333333,1.04,65.22,5.35,0.93,9.26,297,0,15.302734375,1.04,0,10.9699999999996,"5",2.06,10284,"19OCT2005","1","0"
0,"SL",18,0.92,"R",1.05,474.5,25.19,1.03,48.71,5.43,0.5,12.28,351.663333333333,0,54.02697265625,1.03,0,8.60999999999956,"4",2.46,10261,"19OCT2005","1","0"
1,"SC",18,1,"P",1,342.3,5,1.18666666666667,24,5,0.48,25,74.23,0,77.40625,1,0,17.7199999999999,"5",2,10266,"19OCT2005","1","0"
0,"SO",24,1.02,"R",1.04,864.5,16.46,1,26.4933333333333,6.8,1.67,10.78,440.72,0.0340834793,33.7578125,1.08,0,-3.2287061912939e-13,"5",2.79,10260,"19OCT2005","1","0"
0,"SO",22,0.83,"R",1.07,564,19.57,1.01,72.54,5.38,1.2,8.5,416.1,0.1502227918,38.484375,1.11,0,-3.38218342221808e-13,"5",2.99,10247,"19OCT2005","1","0"
0,"SC",21,0.96,"R",1.04,589,18.17,1.04,38.04,7.67666666666667,1.145,9.31,338.06,0.0370796917,50.9609375,1.02,0,16.2099999999996,"5",2.75,10239,"19OCT2005","1","0"
1,"FT",26,1.01,"R",1.24,550.5,20.7033333333333,1.16,65.32,6.4,1.02,9.73,443.77,0.1758504859,28.71484375,1.08,0,42.0699999999998,"5",1.57,10236,"19OCT2005","1","0"
0,"SD",22,1,"P",1.32,650,28,1,20.09,17,4.1,39,0,0,45.78125,1,1,455,"3",1.06,10264,"19OCT2005","0","1"
0,"SB",19,1,"P",1.14,302.333333333333,17,1,65,18,2,36,285.68,0,89.4375,1.03,1,0,"3",1.73,10256,"19OCT2005","0","1"
1,"SF",21,2,"P",1,100,5,1,0,0,0,5,279.9,0.0385487118,73.109375,1.125,1,0,"3",3,10274,"19OCT2005","0","1"
1,"SB",29,1,"R",1.18,1450,45,1,65.97,5.81,2.23,10.39,776.23,0.0275649633,58,1,1,1050,"3",1.44,10265,"19OCT2005","0","1"
0,"SC",19,2,"R",1.21,458.5,16.5,1.1125,23.08,9.22,1.41,14.04,209.26,0,58.96875,1,0,215.17,"5",1,10276,"19OCT2005","0","1"
2,"SF",26,0.95,"R",1.01,849.5,18.5,1.1,40.83,6.7,1.07,11.53,457.98,0,52.886171875,1.03,0,14.4499999999997,"4",2.67,10287,"19OCT2005","0","1"
0,"SB",22,0.98,"R",1.19,411,22.08,1.06,61,5.81,0.91,9.82,386.37,0.1188748921,27.26953125,1.04,0,29.8499999999998,"5",1.52,10272,"19OCT2005","0","1"
0,"FT",21,1.22,"R",1.11,580,19.6,1.175,42.9233333333333,8.29,1.34,11.47,446.79,0,39.922841796875,1.07,0,15.4099999999997,"4",1.93,10254,"19OCT2005","0","1"
500,"SB",24,1.27,"R",1.09,602,17.03,1.02,22.46,7.13,1.38,10.23,374.7,0.1598201534,34.671875,1.06,0,0.659999999999697,"5",2.75,10246,"19OCT2005","0","1"
0,"SM",23,2,"P",1.34,2500,14,3,1,15,4.44,41,309,0.1379291038,89.265625,1,3,977,"3",1,10328,"20OCT2005","1","0"
300,"SO",21,1.52,"P",1.08,513.5,14.15,1.07,7.04,16,0,39,116.82,0.0134351402,71.671875,1.04,0,30.1666666666664,"5",3.03,10337,"20OCT2005","1","0"
0,"SA",20,1,"P",1,402.75,2,1.2,0,19,3,7,178.67,0.0173013476,50.1484375,1,0,32.08,"5",1,10306,"20OCT2005","1","0"
0,"SO",19,0.7,"P",1.25,390,27.74,1.02,55.82,4,0,3,296.63,0,53.725888671875,1.1,0,0.68999999999975,"5",1.63666666666667,10296,"20OCT2005","1","0"
1,"SG",19,1,"R",1.24,100,17,1,0,20,1,6,206.91,0,81.40625,1,1,0,"3",1,10329,"20OCT2005","1","0"
120,"SO",18,0.71433962264151,"P",1,250,2,1,18.67,16.1475,0,18.555,69.43,0.0372254442,37.5078125,1,1,0,"3",1,10325,"20OCT2005","1","0"
0,"SH",21,1,"R",1.02,560,25.13,1.04,54.06,5.16,1.5,6.88,461.64,0.0751713049,26.8515625,1.03,0,20.7799999999997,"5",2.23,10333,"20OCT2005","1","0"
1,"SO",24,1.08,"R",1.04,1352.5,21.55,1.03,23.23,2.95,1.29,8.26,577.47,0,50.3775,1.03,0,-2.63469246419845e-13,"4",2.94,10326,"20OCT2005","1","0"
960,"SB",30,1,"R",1.29,688,23.34,1.24,38.02,6.82,2.05,15.62,458.72,0,30.232734375,1.09,0,86.9899999999999,"5",1.37,10323,"20OCT2005","1","0"
1,"SN",24,0.9,"R",1.25,515,23.83,1.18,49.83,8.03,2.16,7.29,400.95,0.3695878964,23.9296875,1.07,0,38.5399999999999,"5",1.72,10303,"20OCT2005","1","0"
0,"FT",18,0.86,"R",1.3,502.5,34.014,1.07,51.15,5.58142857142857,0.46,11.906,539.5,0,39.11666015625,1.1,0,6.33999999999968,"4",1.59,10293,"20OCT2005","1","0"
1,"SO",18,1,"P",1.39,663,22.29,1.08,37.85,21,0.139999999999999,76,234.81,0.292276117,72.59375,1.11,0,3.41999999999964,"5",1.8,10334,"20OCT2005","0","1"
0,"SN",19,1,"P",1.18,100,12,1,29,5,1,50,176.21,0.0422410219,72.984375,1,1,0,"3",0,10332,"20OCT2005","0","1"
0,"SO",19,2,"P",1.27,950,13,1,1,7,1.2525,18,191.673333333333,0,50.5,1,1,355,"3",1.46,10301,"20OCT2005","0","1"
0,"SO",21,1,"P",1.11333333333333,443.5,17.58,1.05,22.94,19,2,12,231.56,0.2310332344,59.8671875,1,0,54.64,"5",0,10341,"20OCT2005","0","1"
0,"SE",18,1,"P",1.09,213,11,1,46.11,7,0,8,249.230833333333,0.2057014601,71.5625,1,1,4,"3",2,10340,"20OCT2005","0","1"
0,"SF",31,1,"R",1.03,1134,18.92,1.06,44.62,6.56,1.27,8.81,584.64,0,54.531953125,1.03,0,12.0499999999998,"4",2.68,10318,"20OCT2005","0","1"
0,"SB",24,1.01,"R",1.02,712.5,17.8,1.06,36.96,5.85,1.38,10.47,371.67,0,46.6885546875,1.05,0,0.439999999999659,"4",2.64,10315,"20OCT2005","0","1"
800,"SO",20,0.9,"R",1.59,551.5,20.96,1.32,66.27,9.47,1.56,14.87,401.73,0.5376671292,51.453125,1.12,0,25.2499999999998,"5",1.74,10299,"20OCT2005","0","1"
0,"SO",16,0.88,"R",1.02,438.25,27.93,1.03,35.27,5.64833333333333,0.58,11.49,223.26,0,55.0359375,1.03,0,2.79999999999954,"4",2.69,10298,"20OCT2005","0","1"
1,"SE",18,1,"R",1.31,594,43,1,66.7,20,0,47,540.7,0,95.71875,1.15,1,0,"3",1.3,10347,"21OCT2005","1","0"
0,"SK",19,1,"P",1,253,13.61,1,39.5842857142857,5,2,18,206.495,0.0464505448,72.890625,1.14,0,5.4499999999995,"5",2.77,10353,"21OCT2005","1","0"
300,"SO",20,1.53,"P",1.02,680,43,1,17.54,11,2,14,138.066666666667,0,63.9453125,1.02,1,0,"3",3.19,10362,"21OCT2005","1","0"
0,"SO",18,1,"P",1,268.5,2,1,18.07,17,0,9,90.32,0.1766956639,27.16015625,1,1,0,"3",1,10375,"21OCT2005","1","0"
0,"SC",19,1,"P",1.08,536.5,11.3,1.1,7.71,11,1,6,83.51,0,74.3125,1,0,14.5599999999999,"5",1,10385,"21OCT2005","1","0"
0,"SA",19,1,"P",1.59,368,15.63,1.36,53.32,2,2,8.74,254.35,0.638045527,17.2265625,1,0,95.97,"5",1,10361,"21OCT2005","1","0"
200,"SA",27,2,"R",1.14,1211,11,1.24,0,6.32,0.91,12.67,641.92,0.1688409299,37.7109375,1,0,475.8,"5",1,10392,"21OCT2005","1","0"
560,"SO",24,0.93,"R",1,400,3,1.1,55.8633333333333,6.64,0,14.416,375.57,0.1895707184,62.515625,2,0,30.22,"5",1,10368,"21OCT2005","1","0"
0,"FT",19,0.89,"R",1.27,498.5,32.59,1.03,39.38,6.8,0.79,10.48,382.32,0,47.366015625,1.04,0,6.54999999999965,"4",1.64,10390,"21OCT2005","1","0"
0,"SO",23,1,"R",1.02,780,15.6,1.04,19.21,4.35,1.68,9.41,417.56,0,46.05796875,1.05,0,7.11999999999973,"5",3.14,10388,"21OCT2005","1","0"
0,"SO",18,0.88,"R",1.02,431,28.5433333333333,1,49.39,5.89,0.28,10.74,385.823333333333,0,57.88837890625,1.09,0,2.79999999999957,"4",2.34,10384,"21OCT2005","1","0"
10,"SO",20,0.92,"P",1.04,472.5,13.25,1.03,9.53,13.322,1.84,16.4,206.172,0.5939781219,55.09375,1.03,0,18.0099999999996,"5",3.44,10377,"21OCT2005","1","0"
2,"SO",22,4,"P",1.05,695,42,1,23.76,10,3.48607142857143,37,204.22,0.0307824843,51.4140625,1.03,1,0,"3",2.73,10367,"21OCT2005","1","0"
0,"FT",22,0.99,"R",1.16,593,24.7,1.1,56.31,5.51,1.38,10.15,519.98,0,34.649453125,1.04,0,34.7699999999998,"4",1.87,10374,"21OCT2005","1","0"
1,"SO",23,1,"R",1.02,992.5,17.16,1.08,23.22,3.02,1.16,8.8,468.83,0,46.549375,1.03,0,-2.61479726759717e-13,"4",2.93,10366,"21OCT2005","1","0"
0,"SO",18,0.88,"R",1.02,431,28.5433333333333,1,49.39,5.89,0.28,10.74,385.823333333333,0,57.88837890625,1.09,0,2.79999999999957,"4",2.34,10358,"21OCT2005","1","0"
0,"SO",20,0.99,"R",1.02,369,26.4133333333333,1.03,52.88,6.52,1.19,10.67,320.74,0,53.16205078125,1.03,0,4.20999999999958,"4",2.47,10348,"21OCT2005","1","0"
800,"SO",20,1.02,"R",1.27,587.5,12,1,29.05,6.84,1.53,12,388.856666666667,0.1259817923,72.8125,1,1,0,"3",2,10379,"21OCT2005","0","1"
0,"SK",24,1,"P",1.26,850,22,1.45,126.6,9,5,4,352.13,0.7111457977,45.859375,1.15,0,132.34,"5",1.91,10355,"21OCT2005","0","1"
0,"SO",19,1,"P",1.05,470.5,24,1,13.54,11,0,4,100.49,0.0390684174,41.890625,1.06,1,0,"3",2.68,10369,"21OCT2005","0","1"
0,"FT",22,1.04,"R",1.23,522,20.02,1.125,66.96,8.62,1.65,7.41,460.44,0.1223124568,30.56640625,1.06,0,10.4999999999997,"5",1.93,10373,"21OCT2005","0","1"
1,"FT",27,0.89,"R",1.43,558,21.7033333333333,1.29,55.05,7.69,1.86,10.94,456.39,0.2944789249,31.625,1.08,0,32.3699999999998,"5",1.64,10357,"21OCT2005","0","1"
0,"SO",18,0,"P",1.24,601,28.85,1.03,52.72,0,0,15,460.6,0,59.1206380208333,1.04,0,1.69999999999967,"5",1.9,10434,"22OCT2005","1","0"
800,"SO",22,4,"P",1,1750,1,3,51,6,22,5,528,0.0332759576,58.671875,1,3,1768,"3",1,10419,"22OCT2005","1","0"
0,"SD",41,1,"R",1.35,2250,12,3,0,16.17,4.16,21.15,34,0.2154455753,58.453125,1,3,0,"3",4,10397,"22OCT2005","1","0"
0,"SE",20,1.11,"R",1.01,456.5,19.32,1.02,22.29,7.64,1.32,15.34,249.04,0.1286519202,71.171875,1.08,0,8.86999999999957,"5",2.85,10438,"22OCT2005","1","0"
0,"SM",26,1,"R",1.15,1547.75,29.05,1.38,47.98,8.03,2.98,16.25,633.5,0.5914942119,63.921875,1.04,0,10.8799999999998,"5",2.7,10435,"22OCT2005","1","0"
1,"SB",26,1,"R",1.03,709.5,20.27,1.08,39.13,4.01,1.26,6.97,379.25,0,48.3597265625,1.03,0,14.9399999999997,"5",2.58,10424,"22OCT2005","1","0"
1,"SO",23,0.92,"R",1.07,686,21.3,1.01,40.82,4.12,1.53,6.45,323.49,0.470082934,45.09375,1.03,0,22.3099999999997,"5",2.67,10414,"22OCT2005","1","0"
0,"SO",22,1,"R",1.03,607.5,22.93,1.01,26.02,5.63,1.26,12.53,305.19,0,73.53125,1.06,0,0.349999999999627,"5",2.98,10404,"22OCT2005","1","0"
300,"SO",25,6,"P",1.29,7633.5,34,1.91,0,26,17,92,3228.97,0.071143636,65.953125,1.19,0,803.359,"5",2.28,10431,"22OCT2005","1","0"
1,"SO",25,1.42,"R",1.09,963,23.78,1.34,23.88,11.5233333333333,2.07,20.73,363.43,0.2803173969,80.03125,1.04,0,6.31999999999973,"5",3.06,10400,"22OCT2005","1","0"
1,"SG",26,1,"P",1.25,1200,9,1,42.9066666666667,6,5,46,0,0.0933398472,68.96875,1,1,772,"3",1.46,10395,"22OCT2005","0","1"
0,"SB",19,3,"P",1.33,950,11,1,15.595,13,2.028,41,163.2,0.0151747204,68.609375,2,1,785,"3",0,10426,"22OCT2005","0","1"
0,"SK",21,3,"P",1.31,1205.5,14,2,0,7,2,36,371.47,0,70.71875,1,1,1208,"3",0,10421,"22OCT2005","0","1"
0,"SN",20,1,"P",1.46333333333333,873,26,2,39.79,3,2.035,27,461.5,0.1410222501,74.34375,1,2,0,"3",0.89,10417,"22OCT2005","0","1"
0,"SH",20,3,"P",1.02,580.5,9,1.1,0,17,0,23,220.18,0.2038816651,78.671875,1.08,0,63.3899999999998,"5",2.81,10412,"22OCT2005","0","1"
0,"SE",19,1,"P",1.01,423.333333333333,21.61,1.04,38.1366666666667,3,0,19,198.36,0,63.515625,1.05,0,-4.70095073978882e-13,"5",2.75,10427,"22OCT2005","0","1"
1,"SA",22,3,"P",2,3950,3,3,105,13,3,10,961,0,65.6875,1,3,478,"3",4,10425,"22OCT2005","0","1"
0,"SE",21,4,"R",1.15,605.5,18.38,1.19,32.8,8.955,1.72,15.95,321.22,0.0718301628,38.7734375,1,0,257.22,"5",1,10436,"22OCT2005","0","1"
0,"SO",19,0.72,"P",1.24,3312.5,37.2,1.36,163.43,16.14,19.59,19.59,879.08,0,5.251953125,1.16,0,102.48,"5",2.5,10441,"22OCT2005","0","1"
0,"SO",24,1.06,"R",1.71,692.5,23.75,1.42,209.78,8.02,3.14,15.32,481.67,1.8290278502,24.625,1.48,0,116.53,"5",1.55,10429,"22OCT2005","0","1"
160,"SO",21,1.63,"P",1,583.555555555556,5,1.2,12.56,9,4,31,103.52,0.0246153093,71.90625,1.09,0,20.1299999999997,"5",2.69,10500,"25OCT2005","1","0"
0,"SB",18,1,"P",1,426.5,3,2,21.91,13,0.58,31,125.93,0.1272817575,78.765625,2,2,0,"3",0,10456,"25OCT2005","1","0"
0,"SC",18,1,"P",1.42,405,31,1,68.6516666666667,13,0,27,339.68,0,52.1171875,2,1,0,"3",0,10446,"25OCT2005","1","0"
0,"SO",18,1,"P",1.11,352.25,23,1,18.0866666666667,13.6766666666667,0.16,20,101.385,0.1447246806,84.90625,1,1,0,"3",1,10474,"25OCT2005","1","0"
0,"SO",16,1,"P",1.15,265.5,24.565,1.01,52.915,14,0.0599999999999988,6,226.696666666667,0.0008044292,79.203125,1.08,0,1.76999999999958,"5",1.63,10490,"25OCT2005","1","0"
0,"SG",27,1,"H",1.09,3550,12,3,27.31,7.72,2,2,1674,0.0192963514,65.25,1.06,1,0,"3",2.8,10508,"25OCT2005","1","0"
120,"SO",16,0.69,"P",1.27,384,26.455,1.06,60.82,7.55,0.119999999999999,4,316.703333333333,0.6416933537,66.421875,1,0,20.94,"5",0,10454,"25OCT2005","1","0"
0,"SM",18,1,"P",2,250,4,1,31,2,0,14,0,0.1035549068,52.8984375,1,1,0,"3",1,10512,"25OCT2005","1","0"
0,"SE",26,6,"H",1.29666666666667,7750,22,1,43.05,1,1,15.635,5921,0.1680024671,61.578125,1,1,0,"3",0,10450,"25OCT2005","1","0"
1,"SO",23,1.19,"R",1.17,439,20.1,1.06,47.32,7.29,1.61,15.5,387.96,0.0317090976,81.59375,1,0,38.45,"5",1,10499,"25OCT2005","1","0"
1,"SA",18,1,"P",1,216.65,20.6927272727273,1.02,30.5166666666667,11.97,0.14,21.5275,112.85,0,63.2167578125,1.06,0,1.7699999999995,"4",2.465,10509,"25OCT2005","1","0"
0,"SB",21,1,"R",1.06,533,24.34,1.04,30.05,6.16,1.34,11.47,285.55,0,50.9046875,1.06,0,4.60999999999962,"4",2.58,10505,"25OCT2005","1","0"
1200,"SB",25,1.6,"P",2,1550,6,3,45.72,6,3.5,45,466,0.0776367004,58.1015625,3,3,0,"3",0,10462,"25OCT2005","1","0"
0,"SC",27,0.99,"R",1.03,1403,18.31,1.15,49.01,3.85,1.34,5.17,574.41,0.1433441681,49.328125,1.04,0,7.15999999999975,"5",2.71,10502,"25OCT2005","1","0"
0,"SA",19,1,"R",1.02,350.5,28.41,1.04,57.19,5.09,0.64,9,405.77,0,37.2734375,1.09,0,3.82999999999958,"5",2.45,10493,"25OCT2005","1","0"
0,"SO",24,0.84,"R",1.05,814.5,22.04,1.02,46.94,3.8,1.4,6.24,468.5,0.3932850007,56.8359375,1.07,0,4.76999999999969,"5",3.11,10486,"25OCT2005","1","0"
0,"SG",24,2,"R",1.06,809,17.85,1.23,20.59,5.93,1.62,10.95,432.98,0.0662042827,42.109375,1.02,0,95.4099999999999,"5",2.35,10479,"25OCT2005","1","0"
0,"SO",25,1,"R",1.01,1282,19.12,1.04,30.06,3.7,1.03,6.44,485.74,0,50.091875,1.04,0,0.879999999999744,"4",3.01,10471,"25OCT2005","1","0"
0,"SC",20,1,"P",1,606.25,5,1.2125,1,27,2,12,151.11,0.1179378829,52.3125,1,0,51.635,"5",0,10458,"25OCT2005","0","1"
320,"SO",19,1,"P",1.19,250,6,3,0,3,0,7,205.045,0.2419225872,46.5546875,1,2,304,"3",3,10491,"25OCT2005","0","1"
0,"SE",23,3,"P",1.26,912,18,1.38,35.08,22,5,4,357.51,0,41.4453125,1.04,0,244.84,"5",1.83,10501,"25OCT2005","0","1"
660,"SO",34,1,"R",1.42,50,9,1,19,8.27,3,14.03,486.62,0.2329611746,40.6875,1,1,474,"3",0,10447,"25OCT2005","0","1"
0,"SO",23,1.13,"R",1.06,757.5,17.296,1.05,24.98,5.7,1.56,11.41,374.115,0.3534806743,64.578125,1.05,0,5.54999999999967,"5",3.09,10504,"25OCT2005","0","1"
0,"SE",20,1,"P",1.02,525,44,1,22.7066666666667,9.92,2.015,4,161.21,0.009793304,53.0703125,1.03,1,0,"3",2.81,10521,"26OCT2005","1","0"
0,"SE",18,1,"P",1,150,9,1,31.97,9.96,0.53,5,115.99,0.0320551611,44.2578125,1.1,0,-4.75210981676355e-13,"5",3,10535,"26OCT2005","1","0"
0,"SC",25,2,"R",1.45,1750,51,1,142.44,11.06,4.8,20.1133333333333,1798,0,31.93359375,1,0,798.17,"5",1,10562,"26OCT2005","1","0"
1,"SD",39,3,"R",1.21,5650,10,1,95,8.705,3.71,15.15,3441,0.0418118712,49.3203125,1,1,345,"3",1.76,10523,"26OCT2005","1","0"
460,"SB",19,0.95,"R",1.07,488.5,21.9033333333333,1.02,44.96,4.44,0.94,7.73,324.77,0.2573967567,45.640625,1.08,0,7.09999999999962,"5",2.45,10555,"26OCT2005","1","0"
0,"SA",23,0.79,"R",1.03,778.5,19.306,1.09,37.58,4.81,1.25,9.82,390.04,0.1116336379,58.1796875,1.02,0,7.1399999999997,"5",3.01,10547,"26OCT2005","1","0"
1,"SD",19,0.57,"P",1,321.75,13.8666666666667,1.05,25.76,13.57,0.856666666666667,21.18,90.3885714285714,0,62.85712890625,1.03,0,5.4499999999995,"4",2.58,10539,"26OCT2005","1","0"
1,"SF",20,1,"R",1.11,549.025,10,1,0,21,2,16,259.84,0,57.75,1,1,0,"3",1,10534,"26OCT2005","1","0"
0,"SB",19,2,"P",1.37,556,103,2,35.36,16,1,37,284.61,0.7209579665,77.078125,1,1,0,"3",1,10545,"26OCT2005","0","1"
0,"SB",21,3,"P",1.46,200,9,3,31.865,20,2.94,28,259.95,0.0795652221,34.6171875,2,2,0,"3",0,10546,"26OCT2005","0","1"
600,"SB",19,1,"P",1.27,525.5,22,1,44.03,11.6233333333333,1.19,27,386.02,0.0814081314,77.96875,1,1,105,"3",1,10556,"26OCT2005","0","1"
1,"SD",20,1,"P",1,555.833333333333,4,1.16,0,10.9,1.695,16,175.51,0.0416908261,77.359375,1,0,34.72,"5",2,10549,"26OCT2005","0","1"
0,"SO",18,1,"P",1.01,220.5,24,1,25.74,20,0,16,108.39,0.2313744109,43.796875,1.03,1,0,"3",2.265,10528,"26OCT2005","0","1"
0,"SD",19,1,"P",1,327.5,11.43,1.04,24.31,18,0.84,13,77.51,0,60.734375,1.01,0,5.44999999999951,"5",2.99,10544,"26OCT2005","0","1"
0,"SM",30,1,"H",1,7600,5,3,0,16.7733333333333,7,28.18,3844,0.2516713571,88.34375,1,3,599,"3",1,10561,"26OCT2005","0","1"
0,"SD",19,2,"P",1.06,400,19,1,1,14.45,1.23666666666667,17.71,130.798571428571,0,33.1328125,1.01,1,0,"3",2.58,10558,"26OCT2005","0","1"
0,"SE",22,2.26,"R",1.14,620.5,18.7,1.0875,32.78,7.85,1.68,14.98,358.99,0,52.8671875,1,0,246.76,"5",1,10548,"26OCT2005","0","1"
100,"SB",19,1.32,"R",1.04,642.333333333333,20.3,1.14,14.99,8.67,1.34,14.64,202.256666666667,0,50.7379296875,1.03,0,22.5199999999996,"4",2.82,10559,"26OCT2005","0","1"
0,"SO",19,1,"R",1.01,405,28.6733333333333,1.03,53.87,5.62,0.71,8.47,353.2,0,51.64078125,1.07,0,0.149999999999555,"5",2.69,10524,"26OCT2005","0","1"
1,"SA",18,1,"P",1,150,2,1,26.708,23,0,27,29,0.5295505524,40.3125,1.12,1,0,"3",2.12,10610,"27OCT2005","1","0"
1,"SO",22,1,"P",1,1128.75,2,2,51,10.78,2,17,322.45,0.0657574574,52.8671875,1,2,1236,"3",1,10572,"27OCT2005","1","0"
300,"SO",16,0.68,"P",1.06,452.166666666667,11.18,1.12,5.86,15.9,0.89,8,51.98,0,71.1875,1.05,0,5.17666666666624,"5",3.34,10577,"27OCT2005","1","0"
440,"SE",18,0.9,"P",1.23,447,23.85,1.06,36.52,3,0.159999999999999,16.71,308.9,0,20.87109375,1.08,0,5.38999999999971,"5",1.63,10590,"27OCT2005","1","0"
0,"SO",23,0.82,"R",1.06,671.5,21.03,1.02,44.98,4.06,1.57,7.25,414.31,0.3411163399,55.6171875,1.05,0,6.84999999999968,"5",3.13,10612,"27OCT2005","1","0"
1,"SO",18,0.86,"R",1.32,444,28.11,1.02,63.27,6.52,0.029999999999999,11.5935714285714,365.643333333333,0,31.6796875,1.09,0,6.42999999999971,"5",1.43,10602,"27OCT2005","1","0"
1,"SE",22,0.99,"R",1.18,565.5,21.24,1.13,36.04,6.27,1.52,13.91,335.476666666667,0,47.95041796875,1,0,3.95999999999965,"4",1.468,10597,"27OCT2005","1","0"
1,"SE",31,1.16,"R",1.01,1130.5,18.245,1.07,39.05,5.76,1.75,9.27,576.81,0,44.51546875,1.04,0,20.8899999999998,"4",2.54,10583,"27OCT2005","1","0"
1,"FT",18,1,"R",1.23,453.5,25.38,1.07,45.52,6.84,0.139999999999999,9.176,403.68,0.412199622,53.609375,1.02,0,47.04,"5",1.49,10582,"27OCT2005","1","0"
1,"SA",18,1,"P",1.01,176,9.74333333333333,1.03,24.5775,13.9,0,17.0666666666667,50.265,0.0388749344,79.640625,1.04,0,1.76999999999957,"5",2.65,10578,"27OCT2005","1","0"
0,"SO",24,1.07,"R",1.26,557.5,24.22,1.24,74.27,6.95,1.73,10.11,455.78,0.0831197838,8.44140625,1.06,0,22.9999999999998,"5",1.73,10575,"27OCT2005","1","0"
1,"SM",24,1,"P",1.35666666666667,300,17,1.64,65,17,6,42,0,0.0620118795,59.4453125,1,0,205.9,"5",1,10607,"27OCT2005","0","1"
0,"SK",19,1,"R",1.08,443,15,1,30.0633333333333,20,1,39,250.2,0,42.0703125,1.16,1,0,"3",2.14,10616,"27OCT2005","0","1"
0,"SK",19,1,"P",1.34,150,12,2,27.63,14,0,22,63,0.0100207896,72.296875,1,2,73,"3",2,10591,"27OCT2005","0","1"
0,"SL",18,1,"R",1,250,2,1,68.43,8.56,0.51,11.6,335.94,0.0090833746,33.3515625,1,1,280,"3",0,10598,"27OCT2005","0","1"
0,"SE",24,1.12,"R",1.15,886,22.4244444444444,1.07,89.33,4.79,1.74,8.07,477.18,0.3790500266,48.34375,1,0,179.91,"5",0,10620,"27OCT2005","0","1"
0,"SE",20,1,"P",1.03,284,19.57,1,54.8366666666667,9.465,1.31,14.6,257.46,0,33.234375,1.14,0,2.23999999999956,"5",2.63,10593,"27OCT2005","0","1"
1,"SO",19,2,"R",1.01,542.5,17.86,1.05,14.36,7.23,1.16,9.96,229.27,0.0149277007,51.9140625,1.04,0,14.5699999999998,"5",3.01,10584,"27OCT2005","0","1"
0,"SO",23,1,"R",1.02,979,17.29,1.03,27.6833333333333,4.62,1.49,8.87,401.01,0.0350275387,37.40625,1.05,0,15.1999999999997,"5",2.95,10576,"27OCT2005","0","1"
0,"SC",19,1,"P",1.01,263.5,12.03,1.03,23.93,15,0,20,67.46,0.1728727994,55.765625,1.04,0,5.4499999999995,"5",2.74,10628,"28OCT2005","1","0"
0,"SO",18,1,"P",1,500,2,2,2.25999999999999,16,0,17,88.67,0.2690752409,64.828125,1,2,0,"3",1.1,10645,"28OCT2005","1","0"
200,"SE",19,2,"P",1.19,770.3,72,2,30.695,14,2,12,391.44,0.1697213608,54.921875,1,1,130,"3",0.99,10634,"28OCT2005","1","0"
1,"SO",20,1.18,"P",1.01,450.5,13.02,1.05,7.73,17,2,2,111.865,0,68.671875,1.05,0,8.6699999999996,"5",3.23,10648,"28OCT2005","1","0"
1,"SO",18,0.7,"R",1.73,513.75,28.35,1.08,94.62,3.32,0.17,1,391.24,0,30.546875,1.8,0,56.1499999999999,"5",0.86,10652,"28OCT2005","1","0"
1600,"SC",41,1.565,"R",3,450,4,1,1,13.57,3.55,21.65,587.085,0,51.3662109375,4,1,157,"3",0,10657,"28OCT2005","1","0"
0,"SO",27,1,"R",1,540.4,3,1,55.7,4.68,1.47,8.47,514.186666666667,0.0739046664,23.84375,1,1,0,"3",1,10639,"28OCT2005","1","0"
0,"SO",36,1,"R",1.03,1483,11,1.02,0,7.94,1.93,9.83,859.93,0.0102478342,45.0546875,1.05,0,12.9199999999998,"5",3.1,10635,"28OCT2005","1","0"
2,"SO",24,3,"P",1.1,965.5,23,1.51,12.31,20,6,22,156.18,0.1195117445,80.3125,1.05,0,79.2999999999999,"5",2.43,10646,"28OCT2005","1","0"
1,"SO",20,1.05,"R",1.02,410.5,14.66,1.03,22.16,7.45,1.11,10.35,236.94,0,46.47966796875,1.08,0,5.48999999999958,"5",3.07,10660,"28OCT2005","1","0"
0,"SO",18,0.88,"R",1.02,431,28.5433333333333,1,49.39,5.89,0.28,10.74,385.823333333333,0,57.88837890625,1.09,0,2.79999999999957,"4",2.34,10656,"28OCT2005","1","0"
