"disp_income","occ_code","cust_age","time_emp","res_indicator","I_01","I_02","I_03","I_04","D_01","ER_01","ER_02","I_05","D_02","I_06","P_01","S_01","CA_03","CA_02","CA_01","S_02","app_id","app_date","GOOD","BAD"
1,"SO",19,0,"P",1.01,575.5,12.5,1.1,8.67,14.53,1.25,14.97,109.088571428571,0,56.458671875,1.02,0,5.44999999999953,"4",2.95,3688,"31AUG2005","0","1"
0,"SO",19,0,"P",1,221,8.27,1.02,27.95,13.945,0.77,11.42,61.89,0.026109345,41.9140625,1.05,0,6.01999999999957,"5",3.01,3643,"31AUG2005","0","1"
0,"SA",18,0,"P",1,135,2,1,37.45,6,0,11,73.39,0.1025171052,43.1015625,1.145,1,0,"3",1.99333333333333,3792,"31AUG2005","0","1"
1,"SN",19,0,"P",1,347.5,4,1,40,13,0.92,9,167.045,0.143160101,18.59375,1,1,0,"3",0,3427,"31AUG2005","0","1"
1,"SO",18,0,"P",1,238.5,9.3675,1.08,25.78,16.31,0.0699999999999993,13.16,94.28,0.0964265577,54.8203125,1.06,0,-4.23199253418716e-13,"5",2.85,3585,"31AUG2005","0","1"
0,"SH",19,0,"P",1.15,447,11,1.18,255,16,1,11,543.22,0.3006977625,59.375,1.03,0,15.9199999999997,"5",2.54,3837,"31AUG2005","0","1"
0,"SN",18,0,"P",1.18,362.083333333333,35,1,44.31,16,0,14,224.348333333333,0.0228080762,92.75,1,1,0,"3",0,3462,"31AUG2005","0","1"
0,"SA",20,0,"P",1.38,5621.5,26,1,161.62,11.77,27,10,2744.42,1.2432048507,18.890625,1,1,0,"3",0,3510,"31AUG2005","0","1"
0,"SA",19,0,"P",1,374.333333333333,2,1,36,2,2,17,162.9,0.284713936,78.015625,2,1,0,"3",0,3532,"31AUG2005","0","1"
0,"SL",18,0,"P",1.08,481.5,29.606875,1.05,59.83,9,0,20,408.57,0.0651042704,93.421875,1.02,0,9.8499999999996,"5",2.21,3605,"31AUG2005","0","1"
1,"SH",19,1,"P",1,200,5,1,26,0,2,19,250.55,0.1184063777,89.375,2,0,119.57,"2",1,3806,"31AUG2005","0","1"
0,"SC",18,0,"P",1,177.071428571429,2,1,33.775,4,0,18,90.55,0.1297211964,67.59375,1.09,1,0,"3",1.93333333333333,3745,"31AUG2005","0","1"
0,"SG",18,0,"P",1.08,693.5,8,1,1,14,0,25,122.781904761905,0.0123828241,88.71875,1.04,1,0,"3",2.60666666666667,3798,"31AUG2005","0","1"
0,"SO",18,0,"P",1.56,369,22,1,85.14,8,0.14,25,252.473333333333,0.5564571153,30.0625,2,1,0,"3",0,3443,"31AUG2005","0","1"
1,"SA",19,0,"P",1.06,683,11,1,0,4,0,28,182.49,0.1148310583,63.209228515626,1.09,1,0,"3",4,3830,"31AUG2005","0","1"
1,"SB",18,0,"P",1.25,415.5,27,1,81.95,7.60333333333333,0,2,396.753333333333,0,97.734375,1.1,1,0,"3",1.28,3573,"31AUG2005","1","0"
300,"SA",18,1,"P",1,375.666666666667,5,2,13.41,16,0,62,110.774285714286,0.0379518275,69.90625,1,1,0,"3",2,4000,"01SEP2005","1","0"
0,"SO",18,1,"P",1.31,578,49,1,26.29,12,1,54,128.83,0,82.78125,1.03,1,0,"3",1.33,4012,"01SEP2005","1","0"
0,"SA",18,1,"P",1.21,200,8,2,33,22,0,48,145.89,0.2629252188,52.1875,1,1,0,"3",1.04,4064,"01SEP2005","1","0"
0,"SA",19,0,"P",1.02,238.125,29,1,24.985,15,1,44,94.11,0,54.3984375,1.03,1,0,"3",2.18,3920,"01SEP2005","1","0"
0,"SA",18,1,"P",1.06,223.666666666667,6,1,27.62,22,0,42,56.6,0,83.984375,1.022,1,0,"3",2,4099,"01SEP2005","1","0"
0,"SA",19,0,"P",1.08,404.5,87,2,27.155,16,0,41,93.4728571428571,0.0031771091,63.9453125,1.05,1,0,"3",2.622,4146,"01SEP2005","1","0"
0,"SO",18,1,"P",1.28,336,21,1,36.3266666666667,6,0,39,195.02,0.4396071723,54.21875,1,1,0,"3",2,4004,"01SEP2005","1","0"
1,"SF",18,1,"P",1.17,1699.5,6,1,118.78,15,16,40,732.62,0.1719676624,63.2890625,1.14,1,0,"3",2.82,4031,"01SEP2005","1","0"
0,"SC",18,1,"P",1,750,3,1,16.9116666666667,10,0,33,135.21,0.0454299505,51.1875,2,1,0,"3",0,4076,"01SEP2005","1","0"
200,"SO",19,2,"P",1.14166666666667,350,10,1,0,13,1.26,34,0,0,48.7734375,1.05,1,0,"3",4,3980,"01SEP2005","1","0"
0,"SC",18,1,"P",1.2,238,20.25,1.03,54.815,6,0,28,236.87,0.222202458,47.4765625,1.09,0,5.59999999999965,"5",1.48,4151,"01SEP2005","1","0"
0,"SE",19,1,"P",1,596.5,5,2,0,11,2,27,294.89,0,80.65625,1,2,0,"3",2,4156,"01SEP2005","1","0"
500,"SA",19,1,"P",1.17,1250,9,2,17.89,18,2,25,0,0,86.140625,1,1,0,"3",4,3974,"01SEP2005","1","0"
0,"SO",18,1,"P",1.02,240.5,13.48,1.03,24.5966666666667,13,0,26,78.8766666666667,0.0616340713,77.390625,1.01,0,4.74999999999956,"5",2.21,4123,"01SEP2005","1","0"
0,"SM",18,1,"P",1.06,238.5,11.7047727272727,1.05,42.7,13,0.15,27,150.65,0.1750850924,76.296875,1,0,15.7749999999999,"5",0,4141,"01SEP2005","1","0"
0,"SO",18,1,"P",1.26,1026.5,33.08,1.12,56.735,27,0,24,413.67,0.1264042198,68.09375,1.04,0,66.2099999999998,"5",1.43,4054,"01SEP2005","1","0"
0,"SF",18,1,"P",1.02,455.5,13.28,1.03,5.26,24,1,24,92.35,0,57.8125,1.07,0,1.88999999999951,"5",2.99,3913,"01SEP2005","1","0"
0,"SK",18,1,"P",1.01,241.5,12,1.03,38.4266666666667,7,0,25,103.37,0,72.65625,1.04,0,0.0199999999994998,"5",2.78333333333333,4154,"01SEP2005","1","0"
0,"SA",18,1,"P",1.03,297,17.34,1.05,31.5466666666667,25,0,23,87.32,0,95.65625,1.01,0,12.5499999999995,"5",2.14,4040,"01SEP2005","1","0"
0,"SO",18,1,"P",1.03,400.25,9.9425,1.03,11.05,18,0,22,54.02,0,88,1.03,0,-4.74642547487747e-13,"5",3.09,3947,"01SEP2005","1","0"
1,"SF",18,0,"P",1,250,3,2,90.87,14,0,22,258.025,0.004291005,54.8828125,1,2,178,"3",0,4121,"01SEP2005","1","0"
0,"SF",19,1,"P",1.06,465.333333333333,11,1,15,13.79,0,20,98.65,0,79.890625,1,1,0,"3",1.2225,3957,"01SEP2005","1","0"
1,"SM",18,1,"P",1,184,5,1,34.88,4,0,21,117.13,0.0976342862,63.0390625,1,1,0,"3",2,3961,"01SEP2005","1","0"
1,"SN",18,1,"P",1,599.5,4,1,10.14,10,0,19,149.67,0,74.828125,1,1,0,"3",2,4025,"01SEP2005","1","0"
0,"SO",18,1,"P",1.04,480,27,1.01,16.445,23,0,19,64.8,0,46.015625,1.1,0,-4.79190020996612e-13,"5",3.07,4067,"01SEP2005","1","0"
0,"SH",31,1,"P",1.375,3350,22,1,22.5,27,13,30,1,0,73.71875,1,1,234,"3",1.04,4116,"01SEP2005","1","0"
0,"SA",19,1,"P",1.05,686.166666666667,13,1,12.78,1,0,17,164.903571428571,0.2174911723,77.0625,1.07,1,0,"3",4,3993,"01SEP2005","1","0"
0,"SA",18,1,"P",1,376.625,2,1,0,18,3,17,119.955,0.0891862633,64.296875,1,1,0,"3",1,3908,"01SEP2005","1","0"
0,"SO",18,1,"P",1,300,1,1.08,29.223,7,0,16,95.05,0.5188194048,52.0078125,1,0,21.3099999999999,"5",1,4032,"01SEP2005","1","0"
0,"SM",18,1,"P",1,600,3,1.23,11.7,12,0,38,109.956666666667,0,31.05859375,1,0,32.12,"5",2,3958,"01SEP2005","1","0"
0,"SF",19,1,"P",1.02,488,10,1,6.97166666666667,9,2,17,109.118571428571,0.0455464228,60.5625,1.06,1,0,"3",3.08,4135,"01SEP2005","1","0"
0,"SA",18,1,"P",1,50,8,1,28.47,12,1,17,47.325,0.0421526355,70.703125,1.12,1,0,"3",2.45,3887,"01SEP2005","1","0"
0,"SK",18,1,"P",1,562.75,3,2,10.97,13,0,16,136.24,0.015415365,64.125,1,2,0,"3",1,4097,"01SEP2005","1","0"
0,"SN",18,1,"P",1.29,649.5,42,1,63.9016666666667,14,0,16,386.08,0.0711378525,65.53125,2,1,0,"3",0,4080,"01SEP2005","1","0"
1,"SO",19,1,"P",1.01,288.5,15,1,23.0633333333333,23,1,15,56.58,0,71.3125,1.04,1,0,"3",2.41,3932,"01SEP2005","1","0"
0,"SO",18,1,"P",1.01,340,10.11,1.01,25.96,4,2,15,143.295,0.1474481295,68.875,1.05,0,-4.88853402202949e-13,"5",3.01,4128,"01SEP2005","1","0"
0,"SD",18,1,"P",1.03,264.5,13.81,1.02,28.2466666666667,19,0,13,60.33,0.1109788946,71.78125,1.07,0,0.28999999999954,"5",2.53,3983,"01SEP2005","1","0"
0,"SL",18,1,"P",1.01,248.5,5.565,1.05,26.3966666666667,15,0,14,38.9016666666667,0,92.09375,1.07,0,5.44999999999954,"5",2.47,3990,"01SEP2005","1","0"
0,"SC",18,1,"P",1,382.5,1,1,0,12,0,12,54.6366666666666,0.1206409798,60.5078125,1.09,1,0,"3",2.3,4094,"01SEP2005","1","0"
0,"SH",18,1,"P",1.2,264.5,18,1,62.01,3,0,11,272.263333333333,0.0686518501,64.445078125,1,1,0,"3",0.34,3928,"01SEP2005","1","0"
0,"SE",18,0.86,"P",2,350,4,1,26.31,11,0.54,12,116.61,0,58.0859375,1,1,124,"3",1,3934,"01SEP2005","1","0"
0,"SO",18,0,"P",1.03,486.5,46,1,53.935,1,0,10,413.2575,0.0674398113,79.140625,1.02,1,0,"3",2.72,4023,"01SEP2005","1","0"
0,"SO",18,1,"P",1.03,189.25,10.76,1.01,40.61,5,0.0199999999999994,9,107.883333333333,0,68.359375,1.08,0,-4.7066350816749e-13,"5",2.87,3875,"01SEP2005","1","0"
1,"SO",18,1,"P",1.03,178.375,16,1,32.2216666666667,7,0,9,88.19,0,71.328125,1.02,1,0,"3",2.195,4003,"01SEP2005","1","0"
1,"SO",18,1,"P",1.11,173.5,14,1,40.74,5,0,8,204.163333333333,0.6588779371,19.55859375,1.06,1,0,"3",2.18,4103,"01SEP2005","1","0"
0,"SO",18,1,"P",1.01,165,14.9945,1,31.37,13.8983333333333,0.0199999999999995,9,73.095,0.0881734001,71.046875,1.11,0,-4.69526639790274e-13,"5",2.53,4020,"01SEP2005","1","0"
0,"SO",18,1,"P",1.02,153.5,13.5233333333333,1,34.65,6,0,9,90.575,0.0574983568,84.484375,1.11,0,-5.1215920393588e-13,"5",2.63,4079,"01SEP2005","1","0"
1,"SO",18,0,"P",1,261.233333333333,3,2,25.77,14.16,0.47,7,106.45,0.1338722417,79.140625,1,1,0,"3",1.18,4118,"01SEP2005","1","0"
0,"SC",18,1,"P",1.37,542,23.06,1.09,44.71,0,0,7,231.95,0,53.90489453125,1.12,0,0.26999999999972,"5",1.59,4005,"01SEP2005","1","0"
200,"SO",20,1.02,"P",1,100,3,3,100,6,2,6,124,0.0888443619,63.921875,1.17,1,0,"3",4,4011,"01SEP2005","1","0"
0,"SK",19,0,"P",1.36,430,12,2,40.91,12,1,12,229.64,0.1634897566,76.546875,1,2,0,"3",0,4132,"01SEP2005","1","0"
1,"SK",18,0,"P",1.24,324.5,35,1,41.11,4,0,9,264.953333333333,0,20.3359375,1.03,1,0,"3",1.63857142857143,4086,"01SEP2005","1","0"
0,"SO",18,1,"P",1,150,2,1.07666666666667,28.939,3,0,7,32,0,79.25,1,0,17.9099999999999,"5",1,4017,"01SEP2005","1","0"
0,"SE",18,0,"P",1.03,277.75,17,1.13,48.2,20,0,11,232.776666666667,0,65.78125,1.03,0,0.039999999999543,"5",2.25,3885,"01SEP2005","1","0"
0,"SM",18,1,"P",1.01,50,10,1,22.68,20,1,6,64.955,0.0894360254,67.5625,1.07,1,0,"3",2.78,4096,"01SEP2005","1","0"
1,"SB",17,1,"P",1.31,393.5,31,1,54,3,0,6,318.683333333333,0,61.17743359375,1.18,0,2.9599999999996,"5",1.5,4050,"01SEP2005","1","0"
0,"SK",18,1,"P",1,338,12.135,1.04,29.3,7,2,5,103.43,0.1334960717,57.703125,1.06,0,0.979999999999501,"5",2.85,3890,"01SEP2005","1","0"
1,"SC",18,1,"P",1.01,212.833333333333,12.64,1.03,25.7475,19,0,10,44.71,0.0743833974,73.109375,1.03,0,-4.88569185108645e-13,"5",2.72,4045,"01SEP2005","1","0"
1,"SL",21,4,"P",1.03,500,21,1,34,14,4,8,220.59,0.0170565162,60.3671875,1.01,1,0,"3",2.73,3909,"01SEP2005","1","0"
1,"SC",18,0,"P",1.02,327.083333333333,11.88,1.04,11.49,15,0,9,48.17,0.056961104,63.3046875,1.05,0,1.7799999999996,"5",2.29,4051,"01SEP2005","1","0"
800,"SB",20,1,"P",1.1,598,8,1,23.365,7,3,40,304.135,0,53.0234375,1.06,1,0,"3",3,3976,"01SEP2005","1","0"
1,"SO",18,1,"P",1.02,183,29,1,45.55,7.2,0.33,5,209.620833333333,0.080798761,60.890625,1.02,1,0,"3",2.3,4041,"01SEP2005","1","0"
0,"SA",19,1,"P",1.02,100,15,1,28.9533333333333,11,0,13,76.525,0.0554368106,61.3125,1.08,1,0,"3",2.09,3940,"01SEP2005","1","0"
0,"SC",18,1,"P",1.02,212.5,11.27,1.06,31.84,12,0,5,84.09,0.0368811147,69.625,1,0,17.7999999999999,"5",1,4013,"01SEP2005","1","0"
1,"SG",29,1,"P",1.39,2028.5,30,1.53,20,7,10,3,738.55,0.169749917,60.390625,1,0,293.24,"5",0,3992,"01SEP2005","1","0"
1,"SO",20,1,"P",1.14,558.666666666667,6,3,1,8.406,2.22,10,183.752,0,61.2265625,1,2,33,"1",2.32,3951,"01SEP2005","1","0"
0,"SO",19,1,"P",1.04,216.333333333333,17,2,23.756,16,0,14,50.56,0,66.125,1,1,0,"3",0.66,4071,"01SEP2005","1","0"
0,"SG",18,1,"P",1.03,428,18.91,1.08,26.09,10,0,14,115.69,0,61.546875,1.03,0,-4.89706053485861e-13,"5",2.772,3944,"01SEP2005","1","0"
0,"SO",18,1,"P",1.01,174.375,7,1,30.6435,11,0,2,54.04,0,79.34375,1.01,1,0,"3",2.64,3949,"01SEP2005","1","0"
0,"SO",19,1,"P",1,250,4,1,40,10,3,2,0,0.1508007981,52.375,1,1,0,"3",2,4100,"01SEP2005","1","0"
0,"SF",19,2,"R",1.23,599,24.21,1.11,57.57,7.85,1.46,2,392.89,0.0007697421,85.1875,1,0,166.48,"5",1,4001,"01SEP2005","1","0"
0,"SB",18,0,"P",1,429,2,1,0,17,1,16,57.98,0.102190146,78.703125,1,1,0,"3",1,4136,"01SEP2005","1","0"
0,"SC",18,1,"P",1,250,2,2,39.9233333333333,3,0,2,102.1,0,66.140625,1,1,0,"3",0,3883,"01SEP2005","1","0"
0,"SO",18,1,"P",1.09,564.75,10,1,32,1,0,1,260.935,0.3778327117,63.1796875,1.11,1,0,"2",4,3926,"01SEP2005","1","0"
1,"SO",19,1,"P",2,1100,5,1,12.08,11.97,0.95,2,62,0,82.015625,2,1,0,"3",2,4107,"01SEP2005","1","0"
1,"SC",17,1,"P",1.19,260,20.81,1.08,35.29,19,0,2,114.74,0,41.9609375,1.06,0,8.71999999999968,"5",1.77,3994,"01SEP2005","1","0"
1,"SK",18,0,"P",1.26,627,47,1,69.43,2,0.34,12,597.77,0.0483647173,64.734375,1.08,1,0,"3",1.47,3942,"01SEP2005","1","0"
0,"SK",19,1,"P",1.21,3945.5,30,1,66.37,9.68,11,1,1452.73,0,86.015625,1,1,0,"3",1,3979,"01SEP2005","1","0"
1,"SO",18,1,"P",1.04,539,31.99,1,71.68,0,1,11.635,525.975,0.3191556139,62.203125,1.16,0,5.0699999999996,"5",2.97,4110,"01SEP2005","1","0"
0,"SB",21,1,"P",1.02,796,22.9,1.19,19.08,16.23,4,25.75,152.43,0.1246718047,79.546875,1.08,0,5.9999999999997,"5",3.15,3952,"01SEP2005","1","0"
0,"SA",20,1,"P",1.02,343.238095238095,37,1,26.37,14.35,2,19.5366666666667,125.58,0,46.1796875,1.03,1,0,"3",2.27,3972,"01SEP2005","1","0"
0,"SE",18,0,"P",1.02,221,7,1,29.77,12.15,1,16.55,129.200571428571,0.1069392019,37.8984375,1.06,1,0,"3",3,4111,"01SEP2005","1","0"
0,"SF",18,0,"P",1,334.333333333333,4,1,24,14.1633333333333,0,16.98,107.35,0.0692099601,45.796875,1,1,0,"3",0,4069,"01SEP2005","1","0"
0,"SO",19,1,"P",1.03,350,6,1,10.02,6,1,17,0,0.0089382826,55.625,1.02,1,0,"3",2.82666666666667,3929,"01SEP2005","1","0"
160,"SO",18,1,"P",1.38333333333333,557.25,33.6933333333333,1.13,123.64,16.7,0.67,27.63,462.43,0.3971974133,94.09375,1.3,0,33.2299999999998,"5",1.15,4088,"01SEP2005","1","0"
0,"SB",18,1,"P",1.02,274,11.5225,1.13,31.71,1,0.62,13.56,133.1,0,31.7421875,1.02,0,-4.62421212432673e-13,"5",3,4037,"01SEP2005","1","0"
16,"SN",18,1,"P",1.02,575.75,19.3875,1.06,17.74,11.51,0.61,21.52,150.850571428571,0,61.3799972098214,1.04,0,-4.94253526994726e-13,"4",2.872,4030,"01SEP2005","1","0"
0,"SE",18,0,"P",1.02,234.25,15.8766666666667,1.08,45.54,8.9175,0.0899999999999991,14.38,208.616666666667,0.1402315735,59.171875,1.05,0,0.489999999999572,"5",2.32,3970,"01SEP2005","1","0"
0,"SE",18,1,"P",1.07,423,10,1,21.4741666666667,16,0,32,171.048571428571,0.0965979944,81.9375,1.062,1,0,"3",4,4002,"01SEP2005","1","0"
0,"SL",24,1.31,"R",1.08,759,19.3,1.05,42.39,5.99,1.8,12.43,424.97,0,72.859375,1.02,0,233.12,"5",2.23,3968,"01SEP2005","1","0"
0,"SO",18,1,"P",1.44,445.75,22.31,1.02,96.93,5.86,0.089999999999999,9.15,299.113333333333,0.3344222549,17.03515625,1.2,0,6.60999999999973,"5",1.41,3886,"01SEP2005","1","0"
1,"SO",18,1,"P",1.32333333333333,356.5,17.57,1.03,54.32,5,0,58,291.58,0.1256689071,69.140625,1.12,0,7.75999999999968,"5",1.54,4046,"01SEP2005","0","1"
1,"SC",18,1,"P",1.2,410,32.03,1.04,51.59,5,0,54,306.71,0.0641142081,67.25,1.04,0,9.96999999999969,"5",1.43,4048,"01SEP2005","0","1"
0,"SB",19,1,"P",1.14,233,27,1,57.9,6,2,21,286.275,0,45.1640625,1,1,0,"3",0,3879,"01SEP2005","1","0"
0,"SD",19,1,"P",1,476,3,2,5,15,0,26,74.0542857142857,0,71.390625,1,1,0,"3",1,3925,"01SEP2005","1","0"
0,"SC",18,1,"P",1.01,233.5,25,1,29.3966666666667,16,0,26,106.185238095238,0.1998287155,62.0703125,1.02,1,0,"3",2.525,3906,"01SEP2005","1","0"
0,"SE",18,1,"H",1,1967,4,2,64.78,9,2.54,21,552.21,0,37.296875,1.13,1,0,"3",2.295,4007,"01SEP2005","1","0"
0,"SC",18,1,"P",1.07,297,9,1.02,84,7,0.64,30,228.76,0.072688326,75.046875,1.17,0,4.77999999999956,"5",3,3931,"01SEP2005","1","0"
0,"SO",18,1,"P",1.55333333333333,398.5,28.82,1,58.16,11,0,47,334.62,0.0864267596,56.28125,1.3,0,7.32999999999971,"5",1.47,4130,"01SEP2005","0","1"
0,"SE",18,1,"P",1.29,459,22.62,1.05,60.5,2,0.23,41,442.4,0.2254494471,59.53125,1.02,0,11.4699999999996,"5",1.89,4056,"01SEP2005","0","1"
120,"SO",18,0.54,"P",1.23,332.25,46,1,26.545,18,0,24,105.19,0.019313099,64.25,1.02,1,0,"3",1.71,4081,"01SEP2005","1","0"
0,"SH",19,0,"P",1.04,418,12.09,1.03,24.61,20,1,40,97.77,0.0779881959,57.1015625,1.05,0,1.76999999999952,"5",2.89,3874,"01SEP2005","0","1"
0,"FT",23,0.93,"R",1.06,1316,25.29,1.13,51.37,5.515,1.57,9.4,510.66,0.0655089489,75.640625,1.06,0,11.4899999999998,"5",2.76,3882,"01SEP2005","1","0"
0,"SO",18,1,"P",1.09,171.5,14.24,1.01,49.53,7,0.0699999999999995,36,200.79,0.0689726912,61.8828125,1,0,19.3299999999999,"5",1,4102,"01SEP2005","0","1"
0,"SO",20,1,"P",2,150,5,2,1,11,10,25,60,0.0075319191,45.5,1,2,0,"2",2,4106,"01SEP2005","0","1"
1,"SO",26,1.22,"R",1.05,814,26.57,1.16,38.45,4.71,1.64,5.21,314.74,0,23.4140625,1.03,0,30.9699999999997,"5",2.36,3938,"01SEP2005","1","0"
0,"SD",19,1,"P",1.19,325.5,38,1,69.88,18,1,20,335.95,0.0804648576,77.75,1,1,7,"3",0.66,3897,"01SEP2005","0","1"
1,"SO",19,1,"P",1.16,461,48,1,17.225,16,0,18,114.77,0.0426016947,59.6328125,1,1,0,"3",1.178,3978,"01SEP2005","0","1"
0,"SO",18,1,"P",1,179.5,27,1,29.0366666666667,12,0.2,18,69.69,0.0645524706,48.7421875,1.04,1,0,"3",2.185,3945,"01SEP2005","0","1"
0,"SO",20,1,"P",1.05,384.75,14,1,5.07,15.0366666666667,1.5,17,76.04,0,54.5546875,1,1,0,"3",1,4131,"01SEP2005","0","1"
1,"SB",19,1,"P",1.21,350,15,1,32.18,6,2,16,218,0,88.15625,1,1,0,"3",0,3873,"01SEP2005","0","1"
0,"SO",18,1,"P",1,143.25,5,1,40,5,0,17,114.265,0.1921411036,63.609375,1.12,1,0,"3",2.49,3896,"01SEP2005","0","1"
1,"SO",19,1,"P",1.01,384,11.16,1.05,6.39,5,2,16.02,139.53,0,36.0859375,1.04,0,5.44999999999955,"5",3.27,3989,"01SEP2005","1","0"
0,"SF",18,1,"P",1.05,242.9,8,1,29.8,13,0,11,122.4,0.2731519397,61.5546875,1,1,0,"3",0.68,4016,"01SEP2005","0","1"
0,"SC",18,1,"P",2,500,3,1,0,4,0,12,526,0.1891268934,39.2109375,2,1,0,"3",1,3924,"01SEP2005","0","1"
0,"SH",23,1,"P",1.09333333333333,1050,29,1,18.2433333333333,16,5,10,278,0.0339006104,70.5,1,1,586,"3",0.93,3878,"01SEP2005","0","1"
0,"SM",22,1,"P",1,997,2,2,56,8,5,58,570.05,0.0961674843,92.65625,1,1,0,"3",1,3986,"01SEP2005","0","1"
0,"SD",18,1,"P",1.19,322,32,1,47.08,5,0.16,7,243.743333333333,0.1250498667,55.3046875,1.02,1,0,"3",1.36,3955,"01SEP2005","0","1"
2,"SO",23,1,"R",1.11,866.785714285714,17.14,1.08,13.41,4.13,1.27,10.75,397.8,0,49.1643359375,1,0,5.44999999999974,"4",1.53,4105,"01SEP2005","1","0"
0,"SE",18,1,"P",1.14,431,25.81,1.01,57.96,8.25,0.149999999999999,13.61,447.506666666667,0.0321835739,80.515625,1,0,25.4149999999999,"5",0,4053,"01SEP2005","1","0"
0,"SO",18,1,"P",1.16,334.5,27,1,48.52,10,0,8,302.986666666667,0,98.578125,1.04,1,0,"3",1.15,3950,"01SEP2005","0","1"
1,"SL",20,1,"P",1.2,653.5,8,2,11.51,2,2,9,196.953333333333,0,66.0241796875,1,2,0,"3",3,4133,"01SEP2005","0","1"
1,"SL",19,1,"P",1.06,513.5,14,1,125,0,1,8,397.3975,0.1220102066,51.9765625,1.05,1,0,"3",3,4028,"01SEP2005","0","1"
1,"SO",19,1,"P",1,297.3,5,1,0,15.72,0.9,6,69.75,0.0723176382,56.0234375,1,1,0,"3",2,3901,"01SEP2005","0","1"
0,"SH",19,1,"P",1.13,323,18,1.02,52.04,3,1,6,262.47,0.3036505701,30.44140625,1.06,0,8.18999999999957,"5",2.61,4042,"01SEP2005","0","1"
0,"SF",19,1,"P",2.59,558.875,10.67,1.35,139,7.8,0.885,5,338.96,0.6487265546,30.40234375,4,0,186.68,"5",1,4108,"01SEP2005","0","1"
1,"SO",19,2,"P",1.74,1900,8,2,88.23,1,2,3,496,0.2245131037,39.7265625,2,2,2860,"3",1,3975,"01SEP2005","0","1"
0,"SA",22,1,"P",1.09,485.5,20,2,76.86,8.975,3,3,342.82,0.1015350861,38.65625,1.05,1,0,"2",2.16,4083,"01SEP2005","0","1"
400,"SO",22,4,"P",1.29,1436,21,2,31.19,12.04,4.78,1,481.21,0.0373837985,53.618325195313,1,1,1326,"3",1.2,4122,"01SEP2005","0","1"
0,"SO",18,1,"P",1.16,600.375,10,1,4.58666666666667,19,0,50,128.22,0.1930622519,56.0234375,1.05,1,0,"3",4,3988,"01SEP2005","1","0"
0,"SE",18,1,"P",1.18,697.5,66,1,24.385,20,0,69,264.83,0,90.28125,1.07,1,0,"3",1.754,3880,"01SEP2005","1","0"
0,"SA",18,1,"P",1.13,200,11,1,73.1816666666667,9.51,0,1,91,0.112072265,41.65625,2,1,0,"3",0,4074,"01SEP2005","0","1"
0,"SC",21,1,"P",1,350,4,2,86,4,3,13.16,373,0.2116837008,20.27734375,1,1,126,"3",2,4155,"01SEP2005","0","1"
1640,"SH",26,1,"R",1,2070,5,1.41,0,13.96,3.99,28.07,1039.09,0,60.24123046875,1,0,555.17,"5",2,4068,"01SEP2005","0","1"
0,"SF",18,1,"P",1.23,291,19.07,1,56.8,7,0.00999999999999854,12.675,280.033333333333,0.1266661636,55.8046875,1.17,0,6.86999999999965,"5",1.52,3891,"01SEP2005","0","1"
0,"SA",19,1,"P",1,595,5,1,1,13.545,2,16.2493333333333,82.935,0.1086325499,69,1,1,0,"3",2,3977,"01SEP2005","0","1"
0,"SL",19,1,"P",1,1100,5,1,69.61,11.3,1.62,21.52,371.37,0.12504825,74.3125,1,1,873,"3",1.3,4139,"01SEP2005","0","1"
0,"SO",22,1,"R",1.14,1700,21,1.32,100.77,7.03,3.82,14.84,1924,0.0837695342,22.765625,1.09,0,82.1599999999999,"5",2.68,4077,"01SEP2005","0","1"
0,"SB",19,1,"P",1.07,434.5,9,1.09,110,10.71,1,24.94,299.44,0.2342651426,77.015625,1.1,0,8.7324999999996,"5",2.92,4115,"01SEP2005","0","1"
1,"SL",19,1,"P",1.01,472,14.53,1.05,16.24,13.4,0.88,13.48,132.56,0.1241443732,49.7265625,1.01,0,6.2699999999995,"5",2.9,3889,"01SEP2005","0","1"
0,"SD",26,1,"R",1.13,539.5,19.32,1.06,74.9,5.92,1.12,8.83,517.38,0.0215503052,31.80078125,1,0,133.49,"5",0,4126,"01SEP2005","0","1"
0,"SB",20,3,"P",1.22,1024.5,22,2,37.71,19,2,105,386.15,0.0485335605,82.859375,1,2,524,"3",1.03,4249,"02SEP2005","1","0"
0,"SO",22,0,"P",1.13,2800,11,1,37,23,4,77,436,0.1231346135,75.296875,1.07,1,0,"3",2.78,4232,"02SEP2005","1","0"
0,"SO",20,1,"P",1.08,650,32,1.08,25.715,16,0,75,150.92,0.1205160753,81.53125,1.09,0,7.32999999999961,"5",3.13,4336,"02SEP2005","1","0"
11,"SO",20,1,"P",1.41,1750,17,3,16.57,5,2,51,94,0,79.125,1,2,0,"3",1.02,4235,"02SEP2005","1","0"
20,"SD",19,0,"P",1.14,665,16,1,0,4,1.47,50,264.93,0,89.21875,1.03,1,0,"3",2.65,4373,"02SEP2005","1","0"
0,"SC",18,1,"P",1.33,542.5,38.2785714285714,1.1,95.485,22,0,43,413.64,0,95.71875,1.04,0,3.53999999999972,"5",1.7,4276,"02SEP2005","1","0"
0,"SM",19,1,"R",1,593.333333333333,2,1,1,11,0,35,186.56,0.0202913659,89.890625,1,1,0,"3",1,4387,"02SEP2005","1","0"
